Diagnostics/StepsInEval,Diagnostics/TrajsInEval,Diagnostics/CumEvalTime,Diagnostics/Iteration,Diagnostics/SamplerIteration,Diagnostics/CumTime (s),Diagnostics/CumSteps,Diagnostics/CumUpdates,Diagnostics/ReplayRatio,Diagnostics/CumReplayRatio,Diagnostics/StepsPerSecond,Diagnostics/NonEvalSamplesPerSecond,Diagnostics/UpdatesPerSecond,Diagnostics/OptThrottle,lossAverage,lossStd,lossMedian,lossMin,lossMax,perplexityAverage,perplexityStd,perplexityMedian,perplexityMin,perplexityMax,advantageAverage,advantageStd,advantageMedian,advantageMin,advantageMax,normalized_returnAverage,normalized_returnStd,normalized_returnMedian,normalized_returnMin,normalized_returnMax,etaAverage,etaStd,etaMedian,etaMin,etaMax,eta_lossAverage,eta_lossStd,eta_lossMedian,eta_lossMin,eta_lossMax,pi_lossAverage,pi_lossStd,pi_lossMedian,pi_lossMin,pi_lossMax,value_lossAverage,value_lossStd,value_lossMedian,value_lossMin,value_lossMax,alphaAverage,alphaStd,alphaMedian,alphaMin,alphaMax,alpha_lossAverage,alpha_lossStd,alpha_lossMedian,alpha_lossMin,alpha_lossMax,policy_klAverage,policy_klStd,policy_klMedian,policy_klMin,policy_klMax,entropyAverage,entropyStd,entropyMedian,entropyMin,entropyMax,alpha_muAverage,alpha_muStd,alpha_muMedian,alpha_muMin,alpha_muMax,alpha_mu_lossAverage,alpha_mu_lossStd,alpha_mu_lossMedian,alpha_mu_lossMin,alpha_mu_lossMax,alpha_sigmaAverage,alpha_sigmaStd,alpha_sigmaMedian,alpha_sigmaMin,alpha_sigmaMax,alpha_sigma_lossAverage,alpha_sigma_lossStd,alpha_sigma_lossMedian,alpha_sigma_lossMin,alpha_sigma_lossMax,mu_klAverage,mu_klStd,mu_klMedian,mu_klMin,mu_klMax,sigma_klAverage,sigma_klStd,sigma_klMedian,sigma_klMin,sigma_klMax,pi_muAverage,pi_muStd,pi_muMedian,pi_muMin,pi_muMax,pi_log_stdAverage,pi_log_stdStd,pi_log_stdMedian,pi_log_stdMin,pi_log_stdMax
0,0,0.3217589855194092,0,0,152.14836406707764,0,0,0.0,0.0,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0,0,0.6384260654449463,16,80,2193.93364238739,5222400,1500,1.838235294117647,1.838235294117647,2557.761609632253,2558.158362683271,0.7346511976195579,0.07441295611969251,6988.198010948499,68190.78060477725,145.39847564697266,5.29718542098999,1654943.625,nan,nan,nan,nan,nan,2.7697878,113.810486,-0.07620442,-159.68056,22484.562,19.415625,118.19151,-0.24417163,-35.443733,22485.527,3.67130820274353,1.548860201414896,3.6841131448745728,1.0,6.189087390899658,26.712234362552564,9.27352406142045,29.003442764282227,0.13752293586730957,38.79207992553711,4.196635784308116,0.14085602605689893,4.185258150100708,3.6271426677703857,4.919401168823242,6957.28726416421,68189.60661940962,112.1654281616211,1.043944239616394,1654900.875,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.25256276706499015,0.3378490824795779,0.07885155826807022,9.99999993922529e-09,1.0645371675491333,0.00189422072278803,0.002533868082479495,0.00059138672077097,7.499998538884611e-11,0.007984028197824955,1.8865554025967917,0.4697828817279996,1.8072655200958252,0.9968037605285645,2.756768226623535,-0.0005869546762745206,0.000825349633645892,-0.0003288470470579341,-0.009846758097410202,8.446986612398177e-06,0.005662511460433961,0.0047534526307190204,0.004252307349815965,7.185778486018535e-06,0.044382624328136444,0.0005969546720865916,0.0008253496017972617,0.0003388470795471221,1.5530146129094646e-06,0.009856758639216423,-0.004462977579495297,0.022886936395177592,-0.003152263700030744,-0.10062986612319946,0.07359907031059265,0.6839369648297627,0.0066589644400103995,0.6844767034053802,0.6422708034515381,0.7340066432952881
