Diagnostics/StepsInEval,Diagnostics/TrajsInEval,Diagnostics/CumEvalTime,Diagnostics/Iteration,Diagnostics/SamplerIteration,Diagnostics/CumTime (s),Diagnostics/CumSteps,Diagnostics/CumUpdates,Diagnostics/ReplayRatio,Diagnostics/CumReplayRatio,Diagnostics/StepsPerSecond,Diagnostics/NonEvalSamplesPerSecond,Diagnostics/UpdatesPerSecond,Diagnostics/OptThrottle,Traj_Infos/Length,Traj_Infos/Return,Traj_Infos/NonzeroRewards,Traj_Infos/DiscountedReturn,Traj_Infos/reachv1_episode_success,Traj_Infos/reachv1_episode_success_traj_sum,Traj_Infos/reachv1_is_live,Traj_Infos/reachv1_is_live_traj_sum,Traj_Infos/pushv1_episode_success,Traj_Infos/pushv1_episode_success_traj_sum,Traj_Infos/pushv1_is_live,Traj_Infos/pushv1_is_live_traj_sum,Traj_Infos/dooropenv1_episode_success,Traj_Infos/dooropenv1_episode_success_traj_sum,Traj_Infos/dooropenv1_is_live,Traj_Infos/dooropenv1_is_live_traj_sum,Traj_Infos/drawerclosev1_episode_success,Traj_Infos/drawerclosev1_episode_success_traj_sum,Traj_Infos/drawerclosev1_is_live,Traj_Infos/drawerclosev1_is_live_traj_sum,Traj_Infos/windowopenv1_episode_success,Traj_Infos/windowopenv1_episode_success_traj_sum,Traj_Infos/windowopenv1_is_live,Traj_Infos/windowopenv1_is_live_traj_sum,Traj_Infos/draweropenv1_episode_success,Traj_Infos/draweropenv1_episode_success_traj_sum,Traj_Infos/draweropenv1_is_live,Traj_Infos/draweropenv1_is_live_traj_sum,Traj_Infos/doorclosev1_episode_success,Traj_Infos/doorclosev1_episode_success_traj_sum,Traj_Infos/doorclosev1_is_live,Traj_Infos/doorclosev1_is_live_traj_sum,Traj_Infos/episode_success,Traj_Infos/episode_success_traj_sum,Traj_Infos/training_episode_success,Traj_Infos/training_episode_success_traj_sum,Traj_Infos/testing_episode_success,Traj_Infos/testing_episode_success_traj_sum,Traj_Infos/demonstration_success,Traj_Infos/demonstration_success_traj_sum,Traj_Infos/timeout,Traj_Infos/timeout_traj_sum,lossAverage,lossStd,lossMedian,lossMin,lossMax,perplexityAverage,perplexityStd,perplexityMedian,perplexityMin,perplexityMax,advantageAverage,advantageStd,advantageMedian,advantageMin,advantageMax,normalized_returnAverage,normalized_returnStd,normalized_returnMedian,normalized_returnMin,normalized_returnMax,etaAverage,etaStd,etaMedian,etaMin,etaMax,eta_lossAverage,eta_lossStd,eta_lossMedian,eta_lossMin,eta_lossMax,pi_lossAverage,pi_lossStd,pi_lossMedian,pi_lossMin,pi_lossMax,value_lossAverage,value_lossStd,value_lossMedian,value_lossMin,value_lossMax,alphaAverage,alphaStd,alphaMedian,alphaMin,alphaMax,alpha_lossAverage,alpha_lossStd,alpha_lossMedian,alpha_lossMin,alpha_lossMax,policy_klAverage,policy_klStd,policy_klMedian,policy_klMin,policy_klMax,entropyAverage,entropyStd,entropyMedian,entropyMin,entropyMax,alpha_muAverage,alpha_muStd,alpha_muMedian,alpha_muMin,alpha_muMax,alpha_mu_lossAverage,alpha_mu_lossStd,alpha_mu_lossMedian,alpha_mu_lossMin,alpha_mu_lossMax,alpha_sigmaAverage,alpha_sigmaStd,alpha_sigmaMedian,alpha_sigmaMin,alpha_sigmaMax,alpha_sigma_lossAverage,alpha_sigma_lossStd,alpha_sigma_lossMedian,alpha_sigma_lossMin,alpha_sigma_lossMax,mu_klAverage,mu_klStd,mu_klMedian,mu_klMin,mu_klMax,sigma_klAverage,sigma_klStd,sigma_klMedian,sigma_klMin,sigma_klMax,pi_muAverage,pi_muStd,pi_muMedian,pi_muMin,pi_muMax,pi_log_stdAverage,pi_log_stdStd,pi_log_stdMedian,pi_log_stdMin,pi_log_stdMax
51036,417,29.194270133972168,0,0,81.44953608512878,0,0,0.0,0.0,nan,nan,nan,1.0,122.38848920863309,7816.9297874983695,114.0,4500.253197528734,0.0,0.0,1.0,121.42045454545455,0.0,0.0,1.0,123.55357142857143,0.0,0.0,1.0,121.09615384615384,0.0,0.0,1.0,123.12280701754386,0.0,0.0,1.0,123.19642857142857,0.0,0.0,1.0,123.07142857142857,0.0,0.0,1.0,121.95454545454545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
50163,410,58.373863220214844,13,295,2557.520608663559,5380800,1000,3.0449003865596196,3.0449003865596196,2173.1201739684966,2199.0349981179784,0.4038656285252187,0.08677904077899347,122.34878048780487,32676.030179396563,114.0,18508.811903040005,0.06741573033707865,2.629213483146068,1.0,121.02247191011236,0.0,0.0,1.0,123.85714285714286,0.0,0.0,1.0,121.0576923076923,0.0,0.0,1.0,123.30909090909091,0.0,0.0,1.0,123.0,0.0,0.0,1.0,123.07142857142857,0.0,0.0,1.0,122.03333333333333,0.014634146341463415,0.5707317073170733,0.01948051948051948,0.7597402597402599,0.0,0.0,0.0,0.0,0.0,0.0,25820.06893922806,313868.0252149836,225.07289123535156,61.49654006958008,7060672.5,nan,nan,nan,nan,nan,12.294285,209.54082,-0.091957085,-116.1403,45630.406,22.847103,210.78871,-0.34277976,-58.44105,45630.336,1.1227393676042556,0.07295414759898691,1.1241557002067566,1.0,1.2496283054351807,36.96469933700561,1.1723187494399236,36.92766189575195,32.91812515258789,39.29396438598633,4.197767781496048,0.11810238123682433,4.176796913146973,3.734750747680664,4.799916744232178,25778.899696123124,313867.85866568936,183.82823944091797,22.680665969848633,7060629.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.9232429473996162,0.04408394499113557,0.9271407723426819,0.8398500084877014,1.0,0.006924321956466884,0.0003306295837339566,0.006953555392101407,0.0062988754361867905,0.007500000763684511,1.097389906823635,0.05161794547326922,1.102222979068756,0.9998002648353577,1.191650390625,-0.000768384869741567,0.0005566822153288647,-0.0006575557345058769,-0.005710476078093052,7.929943421913777e-06,0.0036566031478796504,0.0019010212881640505,0.0034909503301605582,2.063695137621835e-05,0.013444928452372551,0.000778384864696136,0.0005566822096932367,0.0006675556942354888,2.0700574623333523e-06,0.005720476154237986,0.02362179520877544,0.00929548619120238,0.025389039888978004,-0.012347220443189144,0.05255282297730446,0.6832817568182945,0.005161409301949619,0.683316707611084,0.6647919416427612,0.6992274522781372
50048,409,87.53190159797668,25,565,4830.50048327446,10305600,2200,3.992202729044834,3.4975935413755628,2166.6711857020073,2194.8266660367326,0.527941322052146,0.11369650805043954,122.36674816625917,16674.145003459966,113.05378973105134,9895.416830488799,0.011627906976744186,0.45348837209302334,1.0,121.45348837209302,0.0,0.0,1.0,123.67857142857143,0.0,0.0,1.0,121.15384615384616,0.0,0.0,1.0,123.03703703703704,0.0,0.0,1.0,122.92857142857143,0.0,0.0,1.0,122.97727272727273,0.0,0.0,1.0,121.93442622950819,0.0024449877750611247,0.09535452322738389,0.003289473684210526,0.12828947368421054,0.0,0.0,0.0,0.0,0.0,0.0,44.079750316143034,16.26613234672787,41.54931449890137,11.186538696289062,100.5367660522461,nan,nan,nan,nan,nan,0.1769743,4.8989735,-0.015451133,-42.804657,120.24397,3.3238735,9.942861,-0.3894509,-0.44714943,163.2668,1.411454904973507,0.09000968396146804,1.4169791340827942,1.2498940229415894,1.5578083992004395,25.51300575474898,7.42405240006753,26.51283550262451,3.9430840015411377,35.83088684082031,4.896061851978302,0.5879952830667334,4.847921371459961,3.2880489826202393,9.70477294921875,13.663616179823876,10.19367821442894,9.825081825256348,2.2822537422180176,60.196136474609375,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.9403606914480527,0.0656638824190527,0.9646897614002228,0.8339993953704834,1.0070176124572754,0.007052704954209427,0.0004924791707232498,0.0072351726703345776,0.006254993844777346,0.007552631665021181,1.3794123989343643,0.10534619962406155,1.3977423310279846,1.1919615268707275,1.5109785795211792,-0.003944012073940636,0.0034120526061888956,-0.0031051322584971786,-0.023854078724980354,-0.0003287563449703157,0.013021623266201156,0.009054760683723472,0.010612952522933483,0.0017729212995618582,0.05479921028017998,0.003954012024090237,0.0034120526136312236,0.0031151321018114686,0.0003387564211152494,0.023864077404141426,0.032652199171146395,0.013746158205482932,0.03131035901606083,-0.0032085776329040527,0.08597471565008163,0.7160892570515474,0.019378714146542044,0.7166638970375061,0.6766814589500427,0.7793000340461731
49604,405,116.78920674324036,37,834,7103.018335580826,15212160,3400,4.007043631383291,3.6619125752029955,2159.0853488875164,2187.24481478951,0.5280486570356869,0.11120610210000034,122.47901234567901,18392.855808027292,113.23950617283951,10444.374388173834,0.03968253968253968,1.3968253968253972,1.0,121.53571428571429,0.0,0.0,1.0,124.0,0.0,0.0,1.0,120.98039215686275,0.0,0.0,1.0,123.18518518518519,0.0,0.0,1.0,123.125,0.0,0.0,1.0,122.79545454545455,0.0,0.0,1.0,122.18333333333334,0.008230452674897118,0.28971193415637864,0.011074197120708748,0.389811738648948,0.0,0.0,0.0,0.0,0.0,0.0,18.58199924548467,6.933967133182548,17.158493041992188,6.093742370605469,43.29716491699219,nan,nan,nan,nan,nan,0.11716627,2.256717,-0.008659512,-19.699371,44.545376,1.4964489,4.9284205,-0.3885744,-0.44391468,56.391552,1.6734213757514953,0.06330040157775357,1.6762163639068604,1.5580259561538696,1.777924656867981,10.375036298930645,5.760012358169223,9.111769199371338,0.46109580993652344,30.984840393066406,5.470799869696299,0.4206260305696278,5.455066442489624,3.9388163089752197,8.15770435333252,2.7287941326200964,1.3636644745936648,2.431095004081726,0.5699066519737244,7.973702430725098,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.9804340090850989,0.01655776055268646,0.9855539202690125,0.9417498111724854,1.003991723060608,0.0073532549330654244,0.0001241832150494808,0.0073916546534746885,0.007063122466206551,0.0075299376621842384,1.568981449007988,0.03738105143313219,1.565563678741455,1.5110809803009033,1.640982985496521,-0.0019404225554899312,0.0007212329062047576,-0.0018328394507989287,-0.006498409900814295,-0.0005894065834581852,0.005808967576109959,0.0024297062614482413,0.0053702350705862045,0.0019246541196480393,0.02186899073421955,0.0019504225259879605,0.0007212329062324573,0.0018428393523208797,0.0005994065431877971,0.006508409511297941,0.035269482913039,0.010197927557883062,0.03481137380003929,0.007549103815108538,0.07790937274694443,0.7461246162156264,0.010163537378702818,0.7461783289909363,0.7155205011367798,0.7872534394264221
49664,406,145.95968008041382,49,1104,9395.575471401215,20136960,4600,3.992202729044834,3.742690058479532,2148.168925891422,2175.854475786689,0.5234329741450834,0.11088366429337745,122.32512315270937,27270.36510714929,113.9064039408867,16068.84500496508,0.06976744186046512,2.883720930232558,1.0,121.13953488372093,0.0,0.0,1.0,123.64285714285714,0.0,0.0,1.0,121.03846153846153,0.0,0.0,1.0,123.22222222222223,0.0,0.0,1.0,123.0,0.0,0.0,1.0,123.125,0.0,0.0,1.0,121.95161290322581,0.014778325123152709,0.6108374384236454,0.019736842105263157,0.8157894736842105,0.0,0.0,0.0,0.0,0.0,0.0,10.52989181915919,3.040624099371726,9.952546119689941,5.111754894256592,23.442066192626953,nan,nan,nan,nan,nan,0.094201334,1.4663637,-0.0064573586,-15.432403,27.05836,0.8057436,3.1493845,-0.38669628,-0.4251857,37.276096,1.8642032440503438,0.04651482226442309,1.867006242275238,1.7780927419662476,1.9395145177841187,4.091282098094623,2.473866267183559,3.4701457023620605,0.3647153377532959,14.757524490356445,5.372905754248301,0.3864761806644771,5.364052772521973,3.7345516681671143,6.666877746582031,1.0594474884370964,0.40555333717043657,0.9782247841358185,0.25555744767189026,2.6764774322509766,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.8319115895032883,0.07188051841938313,0.8329021334648132,0.7059721350669861,0.9416983723640442,0.006239336798898876,0.0005391038793795748,0.006246765144169331,0.0052947914227843285,0.007062738761305809,1.7118012680610022,0.033534179844820176,1.716902256011963,1.6411223411560059,1.7619937658309937,-0.0013123122840382469,0.0007072120759298343,-0.001130265067331493,-0.0043982286006212234,-0.00031740753911435604,0.0022679207391532448,0.0012595141082090869,0.001870154810603708,0.0006718177464790642,0.009294301271438599,0.001322312266662872,0.0007072120599924878,0.0011402650270611048,0.0003274075861554593,0.00440822821110487,0.04508488953734437,0.006140594082570927,0.04469491168856621,0.03030761517584324,0.06659898161888123,0.7505128507316112,0.00896195669362018,0.7501231729984283,0.7256936430931091,0.780258059501648
49014,401,175.12696409225464,61,1373,11683.703076839447,25043520,5800,4.007043631383291,3.7944825647512808,2144.3559302979843,2172.043463296343,0.5244462752636432,0.1089220744713693,122.22942643391521,32387.117617013635,113.99750623441396,18460.282953611353,0.16666666666666666,5.771317829457365,1.0,120.80232558139535,0.0,0.0,1.0,123.73214285714286,0.0,0.0,1.0,120.91836734693878,0.0,0.0,1.0,122.84905660377359,0.0,0.0,1.0,123.19642857142857,0.0,0.0,1.0,122.71428571428571,0.0,0.0,1.0,122.15254237288136,0.03574397339983375,1.2377389858686618,0.04777777777777777,1.6544444444444446,0.0,0.0,0.0,0.0,0.0,0.0,7.733607889811198,1.7497060090766314,7.305538892745972,5.03494930267334,17.212583541870117,nan,nan,nan,nan,nan,0.082032755,1.1825476,-0.006658584,-10.515668,23.871754,0.56777257,2.5047789,-0.38409433,-0.42161947,33.184475,2.0011628253261247,0.032883079521996504,2.0033243894577026,1.9396073818206787,2.0526628494262695,2.097632199426492,1.3836238141376207,1.716631293296814,0.3621174097061157,10.36420726776123,4.974876506328583,0.3076326107471066,4.943621635437012,3.692817449569702,6.584074974060059,0.6565980807815989,0.2240680872690404,0.6230888664722443,0.21318697929382324,1.6666806936264038,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.5977285433312257,0.06258128656657673,0.5995985567569733,0.485962450504303,0.7057728171348572,0.004482963963140112,0.000469359644227781,0.004496989771723747,0.003644718788564205,0.005293295718729496,1.8131783999005953,0.030576757869258297,1.8122373819351196,1.7620575428009033,1.871881127357483,-0.0007063764938357053,0.00031373951204844,-0.000634912692476064,-0.002324638655409217,-0.00019133514433633536,0.002701985062158201,0.000950207237482379,0.0024957143468782306,0.0010235290974378586,0.007295577321201563,0.0007163764916428287,0.00031373950360759866,0.0006449126813095063,0.00020133517682552338,0.002334638498723507,0.04149738679639995,0.005602917964609461,0.041165268048644066,0.026810480281710625,0.06439927220344543,0.7496791330973307,0.008117150455312147,0.7496337592601776,0.7263548374176025,0.7825232744216919
49765,407,204.50167989730835,74,1665,14173.88773560524,30369600,7100,3.9990386926219657,3.8303566724619356,2138.8293359094737,2164.36056560788,0.5220496381357989,0.11006599763663337,122.27272727272727,30059.072901478965,114.0,17328.170674701774,0.11877394636015325,4.340996168582376,1.0,120.95402298850574,0.0,0.0,1.0,123.73214285714286,0.0,0.0,1.0,121.16,0.0,0.0,1.0,122.88888888888889,0.0,0.0,1.0,123.14285714285714,0.0,0.0,1.0,122.92857142857143,0.0,0.0,1.0,121.93548387096774,0.025389025389025387,0.9279279279279281,0.0341034103410341,1.2464246424642467,0.0,0.0,0.0,0.0,0.0,0.0,6.688816054050739,1.028867738650762,6.497970104217529,4.966423988342285,12.317694664001465,nan,nan,nan,nan,nan,0.067245096,1.0080975,-0.0055691004,-8.841877,19.58952,0.4374347,2.1469247,-0.38420928,-0.42298684,23.462511,2.1025319403868457,0.029430308217606328,2.102626323699951,2.0527493953704834,2.151301860809326,1.3545405795482488,0.7613325392921408,1.1889622807502747,0.3447302579879761,7.069723129272461,4.85628908927624,0.22650929587407367,4.840412855148315,3.5411300659179688,5.628031253814697,0.47538367580908997,0.15241415711262457,0.4588371813297272,0.1454242467880249,1.142527461051941,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.34446883695629926,0.08240280679533879,0.34306758642196655,0.20506992936134338,0.4857483506202698,0.0025835162373438764,0.0006180210466304405,0.00257300678640604,0.0015380244003608823,0.0036431134212762117,1.9203271782398224,0.02685213143664416,1.920181155204773,1.8719747066497803,1.9697401523590088,-0.00035930644237781124,0.00013269561646597734,-0.0003332755877636373,-0.0008750017732381821,-0.00011105246812803671,0.0016226414127203707,0.0006196928006608931,0.0014868566067889333,0.0007000013720244169,0.0060273162089288235,0.0003693064454161616,0.00013269561480448434,0.00034327559114899486,0.00012105245696147904,0.0008850018493831158,0.03641849930039965,0.004631891772773665,0.03624400682747364,0.020927781239151955,0.05454074591398239,0.7520918264755836,0.007936591132875068,0.7522627711296082,0.7299796342849731,0.7770525813102722
49307,404,233.96089911460876,86,1935,16534.00280880928,35294400,8300,3.992202729044834,3.8529398431479214,2086.677914951918,2113.0532813653313,0.5084497843450092,0.10684439757541304,122.04702970297029,37416.0280281472,114.0,21439.453655503272,0.1212121212121212,5.166666666666667,1.0,120.75,0.0,0.0,1.0,123.7719298245614,0.0,0.0,1.0,120.9795918367347,0.17575757575757575,7.345454545454546,1.0,121.98181818181818,0.0,0.0,1.0,122.76785714285714,0.0,0.0,1.0,122.90243902439025,0.0,0.0,1.0,121.98275862068965,0.05033003300330033,2.125412541254126,0.06666666666666667,2.815300546448088,0.0,0.0,0.0,0.0,0.0,0.0,6.231333400011063,0.6980087127414909,6.116238117218018,4.949341773986816,9.465235710144043,nan,nan,nan,nan,nan,0.06311847,0.91042167,-0.0055450797,-8.3212385,17.301476,0.34656626,1.9067138,-0.38338375,-0.43614992,23.548193,2.192759426633517,0.02296074056653142,2.1925933361053467,2.151365041732788,2.236283302307129,1.0506642241527637,0.4558149381733128,0.945279598236084,0.34321439266204834,3.581865072250366,4.799381455580393,0.18744183889844518,4.785643577575684,4.181410312652588,5.490935325622559,0.38062537129347523,0.1188048828713888,0.3683185577392578,0.0944170132279396,0.8487477898597717,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.08559770573993501,0.06574433808407547,0.08233708888292313,9.99999993922529e-09,0.2048765867948532,0.0006419827790061147,0.0004930825278077021,0.0006175280723255128,7.499999232774002e-11,0.0015365744475275278,2.037486039797465,0.04136448301531301,2.0377683639526367,1.9698234796524048,2.1087427139282227,-0.00034948918356652334,0.0001848867115033074,-0.00030869449255988,-0.0022293811198323965,-0.0001088732315110974,0.0018580536092243467,0.0009420196905435361,0.0016402515466324985,0.0006421878933906555,0.01049444917589426,0.00035948918737024844,0.00018488670730170057,0.0003186945104971528,0.00011887324217241257,0.002239380730316043,0.034376630802483606,0.00594781654051214,0.03458266332745552,0.004002097062766552,0.05140407010912895,0.7569176144897938,0.008777683509689712,0.7566505670547485,0.7323307991027832,0.7908493280410767
49125,402,263.4348409175873,98,2204,18892.663661003113,40200960,9500,4.007043631383291,3.8717483363581366,2080.231244537052,2106.5548574530862,0.5087632666154012,0.1068660854571305,122.20149253731343,35095.490699574555,114.0,20100.62149297936,0.1606425702811245,6.265060240963857,1.0,120.62650602409639,0.0,0.0,1.0,123.53448275862068,0.0,0.0,1.0,120.78,0.0,0.0,1.0,123.01851851851852,0.0,0.0,1.0,123.07142857142857,0.0,0.0,1.0,123.225,0.0,0.0,1.0,122.04918032786885,0.03316749585406301,1.293532338308458,0.04429678848283499,1.7275747508305652,0.0,0.0,0.0,0.0,0.0,0.0,5.9344686075051625,0.5285853093079077,5.868772983551025,4.878404140472412,8.439238548278809,nan,nan,nan,nan,nan,0.061718076,0.84882456,-0.005244553,-8.356846,15.30286,0.3161916,1.807476,-0.3824826,-0.43520012,20.663069,2.275834392309189,0.020882697354102173,2.276689887046814,2.236351251602173,2.3091583251953125,0.8778980819135904,0.3364033362271407,0.8141981065273285,0.3400143086910248,3.0417373180389404,4.732688589096069,0.15989916977280882,4.722430229187012,4.097053527832031,5.523921966552734,0.32386011999100445,0.09504938349616136,0.3154362589120865,0.12265148758888245,0.7541401386260986,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,9.99999993922529e-09,0.0,9.99999993922529e-09,9.99999993922529e-09,9.99999993922529e-09,7.499999897751335e-11,3.9350149946014626e-18,7.499999926663392e-11,7.499999232774002e-11,7.500001314442173e-11,2.180702461798986,0.04211662173138756,2.183774948120117,2.1088359355926514,2.2467973232269287,-0.00025234031557677856,0.00012484164958755556,-0.00021720242511946708,-0.0009304649429395795,-7.553704926976934e-05,0.002128116223126805,0.0009756770355727797,0.0018403929425403476,0.0008193618850782514,0.008183781988918781,0.00026234031890756644,0.00012484164856718462,0.00022720242122886702,8.553704537916929e-05,0.0009404648444615304,0.0297657318917724,0.005809363684495281,0.029690362513065338,0.011516353115439415,0.04794231057167053,0.7575001060962677,0.00843048657819534,0.7574472427368164,0.731971025466919,0.7876275777816772
49430,406,293.21125316619873,110,2474,21274.71678352356,45125760,10700,3.992202729044834,3.8848941269908805,2067.460189464237,2093.6312375557536,0.5037671026959641,0.10675795603264886,121.7487684729064,42933.14997994287,114.0,24512.07202851932,0.19157088122605365,7.501915708812262,1.0,120.5632183908046,0.0,0.0,1.0,123.69642857142857,0.0,0.0,1.0,121.12,0.47701149425287354,17.59195402298851,1.0,120.10344827586206,0.0,0.0,1.0,122.89473684210526,0.0,0.0,1.0,122.925,0.0,0.0,1.0,121.89655172413794,0.10919540229885058,4.120689655172414,0.14393939393939395,5.431818181818182,0.0,0.0,0.0,0.0,0.0,0.0,5.74019625544548,0.42657801841895543,5.6703479290008545,4.814944267272949,7.3594770431518555,nan,nan,nan,nan,nan,0.0582087,0.7973516,-0.005784571,-8.145679,14.020108,0.28082085,1.7200761,-0.38009688,-0.43446055,19.19233,2.340538459420204,0.017004916757764242,2.342767834663391,2.30922269821167,2.3662822246551514,0.7609132555127144,0.2374944910543578,0.7148065865039825,0.3259832561016083,2.1565864086151123,4.693142940203349,0.12993681709497837,4.68358302116394,4.337802886962891,5.160793304443359,0.28611668179432553,0.08768689359418061,0.2760946899652481,0.0911041721701622,0.6929538249969482,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,9.99999993922529e-09,0.0,9.99999993922529e-09,9.99999993922529e-09,9.99999993922529e-09,7.4999998804041e-11,3.835617923224113e-18,7.499999926663392e-11,7.499999232774002e-11,7.500000620552782e-11,2.338377827604612,0.053983886193351885,2.341660499572754,2.246893882751465,2.427584648132324,-0.0002466014371687682,0.00010454859236405022,-0.00022043007629690692,-0.0010074562160298228,-0.00010404101340100169,0.0019211876475795483,0.0005727009591995493,0.0018186362576670945,0.0008582114242017269,0.005881612189114094,0.0002566014414757471,0.00010454859359187714,0.00023043005785439163,0.00011404101678635925,0.0010174560593441129,0.027751332616899164,0.0058213971059139615,0.027685971930623055,0.010563001036643982,0.050260405987501144,0.7556638754407565,0.008368299025283483,0.7553720474243164,0.7324941754341125,0.7877930998802185
