Diagnostics/StepsInEval,Diagnostics/TrajsInEval,Diagnostics/CumEvalTime,Diagnostics/CumTrainTime,Diagnostics/Iteration,Diagnostics/CumTime (s),Diagnostics/CumSteps,Diagnostics/CumCompletedTrajs,Diagnostics/CumUpdates,Diagnostics/StepsPerSecond,Diagnostics/UpdatesPerSecond,Diagnostics/ReplayRatio,Diagnostics/CumReplayRatio,lossAverage,lossStd,lossMedian,lossMin,lossMax,pi_lossAverage,pi_lossStd,pi_lossMedian,pi_lossMin,pi_lossMax,eta_lossAverage,eta_lossStd,eta_lossMedian,eta_lossMin,eta_lossMax,alpha_lossAverage,alpha_lossStd,alpha_lossMedian,alpha_lossMin,alpha_lossMax,value_lossAverage,value_lossStd,value_lossMedian,value_lossMin,value_lossMax,alpha_mu_lossAverage,alpha_mu_lossStd,alpha_mu_lossMedian,alpha_mu_lossMin,alpha_mu_lossMax,alpha_sigma_lossAverage,alpha_sigma_lossStd,alpha_sigma_lossMedian,alpha_sigma_lossMin,alpha_sigma_lossMax,mu_klAverage,mu_klStd,mu_klMedian,mu_klMin,mu_klMax,sigma_klAverage,sigma_klStd,sigma_klMedian,sigma_klMin,sigma_klMax,advantageAverage,advantageStd,advantageMedian,advantageMin,advantageMax,normalized_returnAverage,normalized_returnStd,normalized_returnMedian,normalized_returnMin,normalized_returnMax,alphaAverage,alphaStd,alphaMedian,alphaMin,alphaMax,etaAverage,etaStd,etaMedian,etaMin,etaMax,alpha_muAverage,alpha_muStd,alpha_muMedian,alpha_muMin,alpha_muMax,alpha_sigmaAverage,alpha_sigmaStd,alpha_sigmaMedian,alpha_sigmaMin,alpha_sigmaMax,pi_muAverage,pi_muStd,pi_muMedian,pi_muMin,pi_muMax,pi_log_stdAverage,pi_log_stdStd,pi_log_stdMedian,pi_log_stdMin,pi_log_stdMax,policy_klAverage,policy_klStd,policy_klMedian,policy_klMin,policy_klMax,entropyAverage,entropyStd,entropyMedian,entropyMin,entropyMax,perplexityAverage,perplexityStd,perplexityMedian,perplexityMin,perplexityMax
0,0,1.1048755645751953,0.06781959533691406,0,1.1726951599121094,100,0,0,nan,nan,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0,0,2.0093936920166016,2.619748830795288,4,4.62914252281189,500,0,10,195.93019784899744,3.9186039569799487,2.0,2.0,16.997948551177977,1.1311932097748463,17.68281078338623,15.265900611877441,18.11192512512207,4.139287805557251,0.1639610751560152,4.117682456970215,3.9575212001800537,4.4097137451171875,-0.9433780163526535,0.614980522110716,-1.1817435026168823,-1.4521242380142212,0.2618591785430908,nan,nan,nan,nan,nan,13.794532299041748,1.7023850956918867,14.838888168334961,10.586824417114258,15.165261268615723,0.007496624253690243,2.1543804737096614e-06,0.007496624253690243,0.007493248675018549,0.007499998901039362,7.119638530639349e-06,1.1996924670120173e-06,7.273926712514367e-06,4.9802911235019565e-06,9.241352017852478e-06,1.9330373834236526e-05,1.0802224209073295e-05,1.584382380315219e-05,4.663014806283172e-06,4.493915548664518e-05,2.880361267898479e-06,1.1996923114334188e-06,2.72607326223806e-06,7.586477863696928e-07,5.019708169129444e-06,-3.9691594,3.4401805,-3.0445657,-16.133554,2.3905647,-3.9747088,3.4408257,-3.0737622,-16.152128,2.35225,nan,nan,nan,nan,nan,1.0004404664039612,0.00027824609834574204,1.0004428029060364,1.0,1.0008710622787476,0.9995499610900879,0.00028725089316737834,0.9995499849319458,0.9990999102592468,1.0,0.9995634734630585,0.00027813917601034297,0.9995649456977844,0.9991254806518555,1.0,0.02104321140795946,0.0034026311200847253,0.02020365186035633,0.01651293784379959,0.027163106948137283,0.6836162507534027,0.0017206394034365328,0.6835715770721436,0.6813856363296509,0.6869737505912781,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0,0,2.9133641719818115,5.20357084274292,9,8.116935014724731,1000,0,20,193.51178126356712,3.870235625271342,2.0,2.0,55512.23559856415,84343.73527823921,4770.2099609375,20.814796447753906,232009.5625,3.933105492591858,0.32944230952714615,3.8172335624694824,3.6209096908569336,4.564126968383789,22.776101088523866,19.961493964387742,39.039350509643555,-1.7072724103927612,39.092323303222656,nan,nan,nan,nan,nan,55485.51953811645,84333.04448504733,4726.600830078125,18.698564529418945,231966.546875,0.007489123428240418,2.154664134193141e-06,0.007489123847335577,0.007485747803002596,0.0074924989603459835,7.899904676378356e-06,6.08220667302506e-07,7.93809158494696e-06,7.1234167080547195e-06,9.366187441628426e-06,1.1778304087783909e-05,3.392168702290284e-06,1.2804565358237596e-05,3.3782644095481373e-06,1.618234637135174e-05,2.100095275636704e-06,6.082207547136334e-07,2.0619080487449537e-06,6.338121920634876e-07,2.876583039324032e-06,83.73769,322.4268,-3.9108286,-18.355165,2328.386,83.6438,322.4217,-4.019167,-18.439703,2328.2703,nan,nan,nan,nan,nan,1.0013883709907532,0.0002776333897809032,1.001379132270813,1.0009634494781494,1.0018357038497925,0.9985498189926147,0.00028727579477103986,0.9985498189926147,0.9980997443199158,0.9989998936653137,0.9985755205154419,0.000288377754159665,0.9985754787921906,0.9981235861778259,0.9990270137786865,0.02574380226433277,0.001787490349288731,0.025261765345931053,0.02342567965388298,0.02877475880086422,0.6812657475471496,0.0012323368855612952,0.6811498403549194,0.6795315146446228,0.6827536225318909,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0,0,3.81727933883667,7.728010177612305,14,11.545289516448975,1500,0,30,198.06378117059015,3.961275623411803,2.0,2.0,102659.61330375672,108400.69549120503,49612.85546875,8.650494575500488,271538.75,4.158098268508911,0.3129128372151683,4.22823429107666,3.6023035049438477,4.461334705352783,22.92848916053772,19.608507132743576,38.63085746765137,-1.139402985572815,39.091949462890625,nan,nan,nan,nan,nan,102632.52140488624,108385.30409815692,49569.78125,5.449039936065674,271495.1875,0.007481622230261564,2.1548020411627436e-06,0.007481622509658337,0.00747824739664793,0.007484999019652605,8.13202991594153e-06,6.730649814445039e-07,7.88290935815894e-06,7.3120590968756005e-06,9.38404627959244e-06,1.0133752130059293e-05,3.5642412382887675e-06,1.0867065611819271e-05,3.410387080293731e-06,1.4207943422661629e-05,1.8679698882806406e-06,6.73065264190139e-07,2.117090502906649e-06,6.159523309179349e-07,2.6879408778768266e-06,125.039665,435.4654,-2.1433225,-11.03322,2655.4043,124.87568,435.4635,-2.3080034,-11.195602,2655.2573,nan,nan,nan,nan,nan,1.0024280309677125,0.00030947784870984535,1.0024296045303345,1.0019416809082031,1.0028985738754272,0.9975496530532837,0.00028727579477103986,0.9975496530532837,0.9970995783805847,0.9979997277259827,0.9975612044334412,0.00029439702725736624,0.9975602328777313,0.9971016645431519,0.9980228543281555,0.02817132752388716,0.002376258816663347,0.027884689159691334,0.024616502225399017,0.03241124004125595,0.681724351644516,0.00038290908311021057,0.6818946003913879,0.6810212731361389,0.6821215152740479,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0,0,4.721519231796265,10.267877340316772,19,14.989396572113037,2000,5,40,196.86068915021391,3.937213783004278,2.0,2.0,10.35815224647522,1.9389786291308502,10.869746208190918,7.927256107330322,12.759659767150879,3.9288874864578247,0.12894548372023903,3.9822391271591187,3.7282679080963135,4.082550525665283,-1.0135653376579286,0.18711960807105604,-0.9887917935848236,-1.2398067712783813,-0.6992326974868774,nan,nan,nan,nan,nan,7.4353461265563965,1.9956133127692768,8.046168804168701,4.825742244720459,9.974470138549805,0.007474120799452066,2.1544777385760203e-06,0.007474120939150453,0.007470745127648115,0.007477495353668928,6.860716121082078e-06,1.7332286838160175e-06,7.335684585996205e-06,4.229936166666448e-06,9.24843789107399e-06,1.5799018024154064e-05,7.607277254324551e-06,1.4245310921978671e-05,3.503646212266176e-06,2.497177047189325e-05,3.139283359132605e-06,1.733228635291676e-06,2.664315047695709e-06,7.515615152442479e-07,5.770063125964953e-06,-2.8229928,2.4243844,-2.0728981,-11.901937,-0.0703617,-2.9696693,2.4242368,-2.224413,-12.037641,-0.21214569,nan,nan,nan,nan,nan,1.0033130884170531,0.00019405503743071014,1.0033276677131653,1.0029864311218262,1.0035959482192993,0.9965494871139526,0.00028727579477103986,0.9965494871139526,0.9960994124412537,0.9969995617866516,0.9965474486351014,0.00028521461140848254,0.996541440486908,0.9961075186729431,0.9970006346702576,0.025057040341198444,0.0020474702354040374,0.024834899231791496,0.02185242995619774,0.027853649109601974,0.6810615301132202,0.0008983276664264906,0.6815802752971649,0.6795691847801208,0.6820181012153625,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0,0,5.626038551330566,12.884411096572876,24,18.510449647903442,2500,5,50,191.09250886005407,3.8218501772010813,2.0,2.0,11.133523178100585,2.953553834248852,12.229534149169922,6.158754825592041,13.986465454101562,4.0903678178787235,0.1433443900093711,4.097856283187866,3.8733251094818115,4.264061450958252,-0.8592309415340423,0.08080391131169977,-0.8453996181488037,-0.9909298419952393,-0.7408629059791565,nan,nan,nan,nan,nan,7.89490966796875,2.8612733018531835,8.865113258361816,3.123307466506958,10.65211009979248,0.007466620113700628,2.1544939566763405e-06,0.0074666200671344995,0.007463244255632162,0.007469995878636837,8.175052926162607e-06,5.759017011369042e-07,7.983471277839271e-06,7.459687822120031e-06,9.427864824829157e-06,1.1584818412302412e-05,3.658620310140906e-06,1.3033660252403934e-05,4.751962023874512e-06,1.5380215700133704e-05,1.824946900796931e-06,5.759017158564861e-07,2.016528583226318e-06,5.721353772969451e-07,2.540312380006071e-06,-2.8945334,2.7224064,-1.8308697,-11.923605,0.026713312,-3.025371,2.7229238,-1.9576005,-12.049402,-0.13804178,nan,nan,nan,nan,nan,1.0038367986679078,0.0001148468408178305,1.0038434267044067,1.0036462545394897,1.00400710105896,0.9955493807792664,0.00028727579477103986,0.9955493807792664,0.9950993061065674,0.9959994554519653,0.9955815672874451,0.0002798973472553957,0.9955835938453674,0.9951402544975281,0.9960161447525024,0.021127285808324812,0.0031575963271688297,0.02189496625214815,0.016416646540164948,0.026016797870397568,0.6785107731819153,0.0011272890782652823,0.6790765523910522,0.6764244437217712,0.6796882152557373,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0,0,6.530823707580566,15.422150611877441,29,21.952974319458008,3000,5,60,197.02573766322615,3.940514753264523,2.0,2.0,947.365281534195,1871.4306098057984,10.37249755859375,7.425268173217773,4730.890625,5.085476493835449,1.4635112722365045,4.377618312835693,4.164388179779053,8.02293872833252,8.509339106082916,15.528848632995455,-0.6979327499866486,-1.3416157960891724,39.035701751708984,nan,nan,nan,nan,nan,933.7630424976348,1856.427449446488,6.125417947769165,4.103710174560547,4687.28759765625,0.007459118822589516,2.154761424495804e-06,0.007459118729457259,0.007455743383616209,0.007462494540959597,7.793583790771663e-06,8.638291575284074e-07,7.749968517600792e-06,6.582479727512691e-06,9.297440556110814e-06,1.3500196882887393e-05,4.965259693525441e-06,1.4137667221802985e-05,4.484153578232508e-06,2.0265842977096327e-05,2.206416195349448e-06,8.638291197367432e-07,2.2500322529594996e-06,7.025592481113563e-07,3.4175200198660605e-06,5.379225,42.878784,-2.0788746,-8.983209,283.26093,5.250812,42.877766,-2.204811,-9.104107,283.12717,nan,nan,nan,nan,nan,1.004301631450653,0.00021487635017990755,1.0042465925216675,1.0040408372879028,1.0046758651733398,0.9945492148399353,0.00028727579477103986,0.9945492148399353,0.9940991401672363,0.9949992895126343,0.9945851981639862,0.0002897512576890002,0.9945831000804901,0.9941341876983643,0.9950408935546875,0.018497411347925662,0.004931689893761929,0.01849531289190054,0.012389440089464188,0.026168419048190117,0.6772294819355011,0.0009135282830634343,0.6776595711708069,0.6757304668426514,0.6783860921859741,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0,0,7.535156011581421,18.13521146774292,34,25.67036747932434,3500,5,70,184.29369135566174,3.6858738271132347,2.0,2.0,59288.23640470505,91482.20814375576,6019.228271484375,6.8136515617370605,252282.0625,3.9513378620147703,0.4648493148703178,4.0533294677734375,3.0902223587036133,4.497291564941406,25.214708054065703,17.33369780941523,39.04160690307617,-1.1354519128799438,39.08891677856445,nan,nan,nan,nan,nan,59259.063759827615,91473.11338108101,5975.68359375,3.8883779048919678,252238.828125,0.007451617671176791,2.154291319785546e-06,0.0074516176246106625,0.007448241580277681,0.007454991806298494,7.994338966454962e-06,5.462337163109087e-07,7.791055850248085e-06,7.53693848309922e-06,9.3675080279354e-06,1.278848485526396e-05,3.428721259114055e-06,1.4496177300316049e-05,4.827841621590778e-06,1.6794303519418463e-05,2.0056611731433804e-06,5.462337394199901e-07,2.208944465564855e-06,6.324917762867699e-07,2.463061719026882e-06,89.522514,332.4212,-1.9724,-10.242457,2356.2258,89.38226,332.41718,-2.1081233,-10.36518,2356.0679,nan,nan,nan,nan,nan,1.0051498532295227,0.00026807242867095984,1.0051390528678894,1.0047566890716553,1.005581021308899,0.9935490489006042,0.00028727579477103986,0.9935490489006042,0.9930989742279053,0.9939991235733032,0.9935821950435638,0.0002891323479877722,0.9935817122459412,0.9931299090385437,0.994035542011261,0.012786576710641383,0.0031432457736637496,0.012632817961275578,0.00903419777750969,0.018880438059568405,0.6813798069953918,0.001343872904419425,0.6810775995254517,0.6792467832565308,0.6830191612243652,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0,0,8.440008163452148,20.722863912582397,39,29.162872076034546,4000,10,80,193.22533093543674,3.864506618708735,2.0,2.0,289290.431320858,355878.2279658659,50746.8046875,4.549473285675049,972381.0,3.9826531171798707,0.44063015853787585,4.016934156417847,3.309610366821289,4.684523582458496,26.963691237568856,15.766278943302684,38.21940994262695,-0.36494123935699463,39.273902893066406,nan,nan,nan,nan,nan,289259.48631247284,355868.3427012979,50703.90234375,0.8896395564079285,972337.9375,0.007444116985425353,2.153967042987973e-06,0.007444116519764066,0.00744074210524559,0.007447491865605116,5.6893959936132886e-06,2.3376965031821534e-06,4.281694373275968e-06,3.4336283079028362e-06,9.259358193958178e-06,1.9598229846451433e-05,8.978651464751791e-06,2.2754951714887284e-05,4.2442056837899145e-06,2.9822884243912995e-05,4.310603696922044e-06,2.3376964944143133e-06,5.718305146729108e-06,7.406410986732226e-07,6.566371666849591e-06,191.15991,689.9357,-0.93904126,-8.896564,4415.1855,190.91896,689.93787,-1.1890442,-9.108685,4414.9443,nan,nan,nan,nan,nan,1.0061118602752686,0.00027751487858798256,1.0061075091362,1.0056780576705933,1.0065420866012573,0.992548942565918,0.0002872031670993354,0.9925488829612732,0.9920990467071533,0.9929989576339722,0.9925846993923187,0.0002754995279523798,0.9925714135169983,0.9921729564666748,0.9930296540260315,0.00996118732728064,0.002240376725218153,0.010588097851723433,0.006125984247773886,0.012904956005513668,0.6828140437602996,0.0025048921553570695,0.6839202344417572,0.6779468655586243,0.6850712299346924,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0,0,9.344382524490356,23.23832130432129,44,32.582703828811646,4500,10,90,198.77100746849015,3.9754201493698034,2.0,2.0,35.86374306678772,62.17255609909687,4.902421474456787,4.485556125640869,160.3702392578125,4.129263210296631,0.28923765237921545,4.04434871673584,3.778937816619873,4.654531478881836,7.266169610619545,15.408390908519939,-0.36883866786956787,-0.5949122905731201,38.082542419433594,nan,nan,nan,nan,nan,24.460864597558974,46.50378661694589,1.078031837940216,0.8032944798469543,117.62571716308594,0.007436619559302926,2.1534158349697554e-06,0.007436619373038411,0.0074332463555037975,0.007439992856234312,7.992729024408618e-06,5.976550565996834e-07,7.844516858313e-06,6.9659554355894215e-06,9.307457730756141e-06,1.583934667905851e-05,4.907958509687181e-06,1.6743204469094053e-05,6.1655250647163484e-06,2.1354904674808495e-05,2.0072708707630228e-06,5.976552850302932e-07,2.1554830027525895e-06,6.925419029357727e-07,3.0340454486577073e-06,-0.2320774,6.9905562,-0.9760746,-5.3374305,55.316032,-0.45862567,6.9897575,-1.1971173,-5.5725994,55.081608,nan,nan,nan,nan,nan,1.0070661067962647,0.00024709989437655115,1.0070968270301819,1.0066406726837158,1.0074076652526855,0.9915492832660675,0.00028710459346307143,0.9915492832660675,0.99109947681427,0.991999089717865,0.9916968703269958,0.0002580265082869863,0.9917017817497253,0.9912857413291931,0.9920932054519653,0.006076128722634166,0.002544782431321696,0.0070046912878751755,0.0017962342826649547,0.009062467142939568,0.6827602982521057,0.0021714012841383555,0.681641548871994,0.6804275512695312,0.6859496235847473,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
