Diagnostics/StepsInEval,Diagnostics/TrajsInEval,Diagnostics/CumEvalTime,Diagnostics/Iteration,Diagnostics/SamplerIteration,Diagnostics/CumTime (s),Diagnostics/CumSteps,Diagnostics/CumUpdates,Diagnostics/ReplayRatio,Diagnostics/CumReplayRatio,Diagnostics/StepsPerSecond,Diagnostics/NonEvalSamplesPerSecond,Diagnostics/UpdatesPerSecond,Diagnostics/OptThrottle,Traj_Infos/Length,Traj_Infos/Return,Traj_Infos/NonzeroRewards,Traj_Infos/DiscountedReturn,Traj_Infos/reachv1_episode_success,Traj_Infos/reachv1_episode_success_traj_sum,Traj_Infos/reachv1_is_live,Traj_Infos/reachv1_is_live_traj_sum,Traj_Infos/pushv1_episode_success,Traj_Infos/pushv1_episode_success_traj_sum,Traj_Infos/pushv1_is_live,Traj_Infos/pushv1_is_live_traj_sum,Traj_Infos/pickplacev1_episode_success,Traj_Infos/pickplacev1_episode_success_traj_sum,Traj_Infos/pickplacev1_is_live,Traj_Infos/pickplacev1_is_live_traj_sum,Traj_Infos/dooropenv1_episode_success,Traj_Infos/dooropenv1_episode_success_traj_sum,Traj_Infos/dooropenv1_is_live,Traj_Infos/dooropenv1_is_live_traj_sum,Traj_Infos/drawerclosev1_episode_success,Traj_Infos/drawerclosev1_episode_success_traj_sum,Traj_Infos/drawerclosev1_is_live,Traj_Infos/drawerclosev1_is_live_traj_sum,Traj_Infos/buttonpresstopdownv1_episode_success,Traj_Infos/buttonpresstopdownv1_episode_success_traj_sum,Traj_Infos/buttonpresstopdownv1_is_live,Traj_Infos/buttonpresstopdownv1_is_live_traj_sum,Traj_Infos/windowopenv1_episode_success,Traj_Infos/windowopenv1_episode_success_traj_sum,Traj_Infos/windowopenv1_is_live,Traj_Infos/windowopenv1_is_live_traj_sum,Traj_Infos/basketballv1_episode_success,Traj_Infos/basketballv1_episode_success_traj_sum,Traj_Infos/basketballv1_is_live,Traj_Infos/basketballv1_is_live_traj_sum,Traj_Infos/draweropenv1_episode_success,Traj_Infos/draweropenv1_episode_success_traj_sum,Traj_Infos/draweropenv1_is_live,Traj_Infos/draweropenv1_is_live_traj_sum,Traj_Infos/doorclosev1_episode_success,Traj_Infos/doorclosev1_episode_success_traj_sum,Traj_Infos/doorclosev1_is_live,Traj_Infos/doorclosev1_is_live_traj_sum,Traj_Infos/shelfplacev1_episode_success,Traj_Infos/shelfplacev1_episode_success_traj_sum,Traj_Infos/shelfplacev1_is_live,Traj_Infos/shelfplacev1_is_live_traj_sum,Traj_Infos/sweepintov1_episode_success,Traj_Infos/sweepintov1_episode_success_traj_sum,Traj_Infos/sweepintov1_is_live,Traj_Infos/sweepintov1_is_live_traj_sum,Traj_Infos/leverpullv1_episode_success,Traj_Infos/leverpullv1_episode_success_traj_sum,Traj_Infos/leverpullv1_is_live,Traj_Infos/leverpullv1_is_live_traj_sum,Traj_Infos/episode_success,Traj_Infos/episode_success_traj_sum,Traj_Infos/training_episode_success,Traj_Infos/training_episode_success_traj_sum,Traj_Infos/testing_episode_success,Traj_Infos/testing_episode_success_traj_sum,Traj_Infos/demonstration_success,Traj_Infos/demonstration_success_traj_sum,Traj_Infos/timeout,Traj_Infos/timeout_traj_sum,lossAverage,lossStd,lossMedian,lossMin,lossMax,perplexityAverage,perplexityStd,perplexityMedian,perplexityMin,perplexityMax,advantageAverage,advantageStd,advantageMedian,advantageMin,advantageMax,normalized_returnAverage,normalized_returnStd,normalized_returnMedian,normalized_returnMin,normalized_returnMax,etaAverage,etaStd,etaMedian,etaMin,etaMax,eta_lossAverage,eta_lossStd,eta_lossMedian,eta_lossMin,eta_lossMax,pi_lossAverage,pi_lossStd,pi_lossMedian,pi_lossMin,pi_lossMax,value_lossAverage,value_lossStd,value_lossMedian,value_lossMin,value_lossMax,alphaAverage,alphaStd,alphaMedian,alphaMin,alphaMax,alpha_lossAverage,alpha_lossStd,alpha_lossMedian,alpha_lossMin,alpha_lossMax,policy_klAverage,policy_klStd,policy_klMedian,policy_klMin,policy_klMax,entropyAverage,entropyStd,entropyMedian,entropyMin,entropyMax,alpha_muAverage,alpha_muStd,alpha_muMedian,alpha_muMin,alpha_muMax,alpha_mu_lossAverage,alpha_mu_lossStd,alpha_mu_lossMedian,alpha_mu_lossMin,alpha_mu_lossMax,alpha_sigmaAverage,alpha_sigmaStd,alpha_sigmaMedian,alpha_sigmaMin,alpha_sigmaMax,alpha_sigma_lossAverage,alpha_sigma_lossStd,alpha_sigma_lossMedian,alpha_sigma_lossMin,alpha_sigma_lossMax,mu_klAverage,mu_klStd,mu_klMedian,mu_klMin,mu_klMax,sigma_klAverage,sigma_klStd,sigma_klMedian,sigma_klMin,sigma_klMax,pi_muAverage,pi_muStd,pi_muMedian,pi_muMin,pi_muMax,pi_log_stdAverage,pi_log_stdStd,pi_log_stdMedian,pi_log_stdMin,pi_log_stdMax
89753,380,104.98621606826782,0,0,168.65015959739685,0,0,0.0,0.0,nan,nan,nan,1.0,236.19210526315788,2110.6900259883682,224.77894736842106,864.9898932521053,0.0,0.0,1.0,232.8125,0.0,0.0,1.0,234.58333333333334,0.0,0.0,1.0,241.5681818181818,0.0,0.0,1.0,231.92857142857142,0.0,0.0,1.0,233.91666666666666,0.0,0.0,1.0,234.54166666666666,0.0,0.0,1.0,233.97222222222223,0.0,0.0,1.0,245.6875,0.0,0.0,1.0,233.625,0.0,0.0,1.0,233.20833333333334,0.0,0.0,1.0,242.475,0.0,0.0,1.0,235.71875,0.0,0.0,1.0,234.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
89676,380,208.36470460891724,13,276,5787.280215024948,5369856,1000,3.051106025934401,3.051106025934401,955.7233608596035,973.6375457903237,0.17797932772491545,0.04683171036730782,235.98947368421054,15479.180545743084,225.0,5805.682594338661,0.1875,14.249999999999993,1.0,231.375,0.0,0.0,1.0,234.5,0.0,0.0,1.0,241.61363636363637,0.0,0.0,1.0,231.92857142857142,0.0,0.0,1.0,234.0,0.0,0.0,1.0,233.79166666666666,0.0,0.0,1.0,234.0,0.0,0.0,1.0,244.6875,0.0,0.0,1.0,233.75,0.0,0.0,1.0,233.20833333333334,0.0,0.0,1.0,242.7,0.0,0.0,1.0,235.4375,0.0,0.0,1.0,234.0,0.015789473684210527,1.1999999999999995,0.022727272727272728,1.7272727272727264,0.0,0.0,0.0,0.0,0.0,0.0,14416.750838832855,142795.79740570963,252.49099731445312,44.146728515625,2937781.25,nan,nan,nan,nan,nan,9.480867,161.54726,-0.059783846,-114.44809,24553.268,17.863457,163.40393,-0.3483336,-44.908943,24553.229,1.116286711215973,0.06903545823694965,1.117778480052948,1.0,1.2357141971588135,36.71763749885559,1.4337429015907053,36.74850273132324,20.691543579101562,39.1290397644043,4.3965216412544255,0.16122040399533638,4.36956262588501,3.8243210315704346,5.4539361000061035,14375.62985327816,142795.6026110993,210.94400024414062,9.006474494934082,2937738.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.9195948065519333,0.04403681088283495,0.9226141571998596,0.8440834879875183,1.0,0.006896960914600641,0.0003302760365797604,0.006919605191797018,0.0063306246884167194,0.007499999832361937,1.108230735063553,0.05710159735614211,1.1203253269195557,0.9996940493583679,1.205212950706482,-0.0008971690698521116,0.0006451064620412898,-0.0007479051710106432,-0.004927091766148806,8.521848030795809e-06,0.003109667698683552,0.002516031282770715,0.0024742825189605355,1.6572523236391135e-05,0.019648881629109383,0.0009071690600304692,0.0006451064439697002,0.0007579051598440856,1.478153649259184e-06,0.004937090910971165,0.022505211081326706,0.006475039676392399,0.02264947723597288,-0.01292575802654028,0.04628496989607811,0.7126676517724991,0.004788037053421151,0.7121174037456512,0.6927189826965332,0.7303236126899719
89722,380,312.9271457195282,25,529,10981.988988399506,10292224,2200,3.9941751612232164,3.5021390906377476,947.5734280292212,967.0386033500683,0.2310042876995514,0.05944679227223392,236.11052631578949,11729.327802686237,225.0,4473.353976016429,0.0625,4.749999999999997,1.0,232.1875,0.0,0.0,1.0,234.77083333333334,0.0,0.0,1.0,241.6818181818182,0.0,0.0,1.0,232.07142857142858,0.0,0.0,1.0,233.80555555555554,0.0,0.0,1.0,233.95833333333334,0.0,0.0,1.0,233.77777777777777,0.0,0.0,1.0,245.0625,0.0,0.0,1.0,233.875,0.0,0.0,1.0,233.375,0.0,0.0,1.0,242.625,0.0,0.0,1.0,235.53125,0.0,0.0,1.0,234.0,0.005263157894736842,0.3999999999999998,0.007575757575757576,0.5757575757575755,0.0,0.0,0.0,0.0,0.0,0.0,44.68994856675466,17.51193553190638,43.61927604675293,8.073822021484375,131.2598114013672,nan,nan,nan,nan,nan,0.13421026,4.94245,-0.010251939,-53.32431,124.06357,2.6853583,10.277312,-0.32120433,-0.40198702,178.47105,1.3889315568407377,0.0851302807361054,1.393288254737854,1.235962152481079,1.5280811786651611,25.970225003759065,8.43470668362891,28.401575088500977,1.107035756111145,36.64924621582031,5.212768646478653,0.6435824098664862,5.144132375717163,2.9600138664245605,8.969862937927246,13.500609724322954,11.068642563808812,9.941609859466553,1.3373425006866455,89.9127197265625,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.8442066329717636,0.012902750751946416,0.8395724296569824,0.822655975818634,0.8653073310852051,0.0063315495817611615,9.677061374321225e-05,0.006296793697401881,0.006169918924570084,0.006489804945886135,1.3588401273886364,0.0796871562098431,1.3767357468605042,1.2054356336593628,1.4710932970046997,-0.0022112940876953266,0.0013305157971154158,-0.0019213090999983251,-0.010154175572097301,-0.00022449750395026058,0.0072444233032001645,0.005128306426908829,0.0057161953300237656,0.0005826711421832442,0.053449392318725586,0.0022212940477402297,0.0013305157791208987,0.0019313088851049542,0.0002344974927837029,0.010164175182580948,0.025674896573545995,0.008013459029499955,0.025505803525447845,-0.00438603525981307,0.06793893873691559,0.7372087200482687,0.015294742711456932,0.7369458675384521,0.7047248482704163,0.7847612500190735
89738,380,416.4332437515259,37,781,16129.848232984543,15195136,3400,4.010025062656641,3.666015230136802,952.4176491727713,971.9604987113778,0.23310660664668786,0.05995875759440635,236.15263157894736,11903.716057322861,225.0,4454.796869714007,0.0625,4.749999999999997,1.0,232.3125,0.0,0.0,1.0,234.89583333333334,0.0,0.0,1.0,241.38636363636363,0.0,0.0,1.0,232.14285714285714,0.0,0.0,1.0,234.19444444444446,0.0,0.0,1.0,233.75,0.0,0.0,1.0,233.91666666666666,0.0,0.0,1.0,245.1875,0.0,0.0,1.0,234.375,0.0,0.0,1.0,232.875,0.0,0.0,1.0,242.85,0.0,0.0,1.0,235.53125,0.0,0.0,1.0,234.0,0.005263157894736842,0.3999999999999998,0.007575757575757576,0.5757575757575755,0.0,0.0,0.0,0.0,0.0,0.0,22.40303169965744,9.151831073809372,21.52873992919922,4.94656229019165,54.882259368896484,nan,nan,nan,nan,nan,0.06758022,2.5555193,-0.0047216415,-21.564949,58.11236,1.2480882,5.11472,-0.3186179,-0.34825543,72.34128,1.6438746948043506,0.06466683820208495,1.645475685596466,1.5282846689224243,1.7524378299713135,12.82298200134188,7.20987474374513,12.357367515563965,0.16968674957752228,33.252540588378906,5.920143614212672,0.5191886040256445,5.914419651031494,4.126858234405518,8.65195369720459,3.6545079681525627,2.093575595096761,3.218913197517395,0.3525315821170807,16.21209716796875,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.7176951189339161,0.06857547924150222,0.7128394246101379,0.597514271736145,0.8266613483428955,0.005382713259120161,0.0005143160835077294,0.005346295889467001,0.004481357056647539,0.0061999596655368805,1.5400483716527622,0.04263377479929401,1.5390355587005615,1.4712700843811035,1.606081247329712,-0.0010408707100820417,0.0006120504912457284,-0.0008858705114107579,-0.004635162185877562,-0.00013885695079807192,0.002888305484787755,0.0018681977005813727,0.002418859861791134,0.00028417271096259356,0.0183150302618742,0.001050870687540737,0.000612050476078923,0.0008958704711403698,0.00014885695418342948,0.004645161796361208,0.003664349974895534,0.005690423798659393,0.0037258572410792112,-0.016324704512953758,0.02519068494439125,0.7641093479593595,0.014038608822834631,0.7633487284183502,0.7207342386245728,0.8264130353927612
89768,380,521.1943590641022,49,1034,21263.564883470535,20117504,4600,3.9941751612232164,3.7463096813600734,958.8312591295851,978.805234123085,0.23374877923704648,0.060271470270552616,236.23157894736843,8569.438882228595,225.0,3369.804463590238,0.03125,2.3749999999999987,1.0,232.53125,0.0,0.0,1.0,234.91666666666666,0.0,0.0,1.0,241.47727272727272,0.0,0.0,1.0,232.10714285714286,0.0,0.0,1.0,233.94444444444446,0.0,0.0,1.0,234.29166666666666,0.0,0.0,1.0,234.27777777777777,0.0,0.0,1.0,246.0625,0.0,0.0,1.0,233.875,0.0,0.0,1.0,233.0,0.0,0.0,1.0,242.625,0.0,0.0,1.0,235.46875,0.0,0.0,1.0,234.0,0.002631578947368421,0.1999999999999999,0.003787878787878788,0.28787878787878773,0.0,0.0,0.0,0.0,0.0,0.0,13.550986867745717,5.150121804730971,12.816701412200928,4.884476661682129,30.7534122467041,nan,nan,nan,nan,nan,0.054334823,1.7504559,-0.0037038326,-15.252876,30.574303,0.79661286,3.5595543,-0.31742063,-0.3363827,40.28763,1.8448115493853887,0.05060825004017939,1.8477036356925964,1.752612829208374,1.929300308227539,5.830983644649386,4.056731552769865,5.001107215881348,0.20263874530792236,20.296052932739258,6.02584943930308,0.6125474027868554,6.055490732192993,4.322320938110352,8.029882431030273,1.6906503954281409,0.8432237111375702,1.5125194191932678,0.254438191652298,6.467373847961426,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.4649099101374547,0.07653112407620748,0.4660489708185196,0.33176612854003906,0.597317099571228,0.003486824257997796,0.0005739834225580678,0.0034953674767166376,0.0024882457219064236,0.00447987811639905,1.6550222370028496,0.03323877368841765,1.6499045491218567,1.6061320304870605,1.7114336490631104,-0.0005311621524985336,0.00035191913644753775,-0.00043822615407407284,-0.002649601548910141,-6.298686639638618e-05,0.0014928404744932776,0.0008835484579091706,0.0012734202318824828,0.00022252985218074173,0.006388967856764793,0.0005411621524278113,0.0003519191347336534,0.00044822614290751517,7.29868552298285e-05,0.0026596011593937874,0.017387428874887215,0.006605829049373928,0.016898570582270622,0.002196189481765032,0.03677728399634361,0.7759474801520506,0.01777203419488095,0.7741033136844635,0.7255657911300659,0.84819495677948
89711,380,626.0492277145386,61,1287,26412.07055425644,25039872,5800,3.9941751612232164,3.7950353739827425,956.0770279288855,975.953370506119,0.23307733869443784,0.058173320557168666,236.08157894736843,12514.57499194005,225.0,4844.46926162108,0.15625,11.874999999999993,1.0,231.8125,0.0,0.0,1.0,235.20833333333334,0.0,0.0,1.0,241.3409090909091,0.0,0.0,1.0,232.07142857142858,0.0,0.0,1.0,233.69444444444446,0.0,0.0,1.0,233.20833333333334,0.0,0.0,1.0,234.05555555555554,0.0,0.0,1.0,244.9375,0.0,0.0,1.0,234.0,0.0,0.0,1.0,232.79166666666666,0.0,0.0,1.0,243.075,0.0,0.0,1.0,235.65625,0.0,0.0,1.0,234.0,0.013157894736842105,0.9999999999999994,0.01893939393939394,1.4393939393939386,0.0,0.0,0.0,0.0,0.0,0.0,10.255335309902827,3.6684735014764667,9.504299640655518,4.702327728271484,25.33612060546875,nan,nan,nan,nan,nan,0.036815412,1.3859909,-0.0042899847,-10.988348,27.712118,0.56353354,2.8165534,-0.31684837,-0.33101392,35.129368,2.008495578567187,0.04281850451333456,2.0118958950042725,1.9294331073760986,2.0764636993408203,3.3685710516820353,2.6571743072933383,2.621750593185425,0.23619991540908813,16.520320892333984,5.806348593235016,0.657287056507916,5.839717626571655,4.336735248565674,7.579949855804443,1.078853762447834,0.5359408839112515,0.9944033622741699,0.09006254374980927,4.011099338531494,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.20590171594172715,0.07226432195149586,0.20623280853033066,0.08106584846973419,0.3315470814704895,0.0015442628411498542,0.0005419823989501218,0.0015467460034415126,0.0006079938029870391,0.002486602868884802,1.764263262351354,0.03333116389704399,1.7599641680717468,1.711487054824829,1.8243225812911987,-0.0003704514018545524,0.00018977845397572828,-0.00033270921267103404,-0.0016175456112250686,-1.5732346582808532e-05,0.001188058384213946,0.0006387152536695214,0.001036323606967926,0.00028419270529411733,0.005390884820371866,0.0003804514041667062,0.0001897784520935899,0.0003427092306083068,2.5732346330187283e-05,0.0016275456873700023,0.025083530445893606,0.005468658325503386,0.02498470153659582,0.009747854433953762,0.04173656553030014,0.7761964472631614,0.017159163700761485,0.7753899693489075,0.7307564616203308,0.8331742882728577
89732,380,731.4516813755035,73,1539,31507.56576013565,29942784,7000,4.010025062656641,3.830238363941042,962.2052032043897,982.529232111068,0.23550213502613704,0.059895102151879986,236.13684210526316,12431.199133019854,225.0,4809.402732737271,0.14583333333333331,11.083333333333327,1.0,231.625,0.0,0.0,1.0,234.97916666666666,0.0,0.0,1.0,241.4318181818182,0.0,0.0,1.0,232.14285714285714,0.0,0.0,1.0,234.16666666666666,0.0,0.0,1.0,233.625,0.0,0.0,1.0,234.22222222222223,0.0,0.0,1.0,245.0,0.0,0.0,1.0,234.375,0.0,0.0,1.0,232.83333333333334,0.0,0.0,1.0,243.0,0.0,0.0,1.0,235.5625,0.0,0.0,1.0,234.0,0.012280701754385963,0.9333333333333328,0.017676767676767676,1.3434343434343425,0.0,0.0,0.0,0.0,0.0,0.0,7.44507012963295,2.0904404379902415,6.913840055465698,4.629611015319824,18.02361488342285,nan,nan,nan,nan,nan,0.05948892,1.0872474,-0.006658852,-10.348591,20.8471,0.37718257,2.235473,-0.314231,-0.32849434,30.265593,2.124908146460851,0.02498132417262283,2.1258944272994995,2.0765740871429443,2.1679766178131104,1.6037757460276285,1.31251677735029,1.2087322473526,0.2365592122077942,9.67801284790039,5.2766949172814686,0.5622638898441846,5.189969062805176,4.297912120819092,7.624780178070068,0.5644663996808231,0.30565696592217967,0.5033236443996429,0.04412223398685455,1.9059134721755981,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.015193524843027943,0.02356072151202244,9.99999993922529e-09,9.99999993922529e-09,0.08085998147726059,0.000113951434913055,0.00017670540922975613,7.500000620552782e-11,7.499998538884611e-11,0.0006064499029889703,1.9106145679950715,0.05138416948206937,1.9192395210266113,1.8244349956512451,1.9929147958755493,-0.0004181081661499775,0.00026250862794032626,-0.00035642855800688267,-0.0024424211587756872,-3.9755035686539486e-05,0.0019194198671660463,0.0012438967683332765,0.001636594592127949,0.0003175665915478021,0.011270469054579735,0.0004281081643936583,0.0002625086234263741,0.0003664285613922402,4.9755039071897045e-05,0.002452421234920621,0.031017677252336093,0.005375183776094674,0.030753797851502895,0.0087672034278512,0.04747236147522926,0.7733610374232133,0.01655457977799037,0.7724908590316772,0.7260883450508118,0.8360652923583984
89681,380,835.1205441951752,86,1813,37053.061138153076,35273728,8300,3.9953899346907416,3.8551978401602462,961.3106921217686,979.6240260713779,0.2344245033821963,0.0595159414099471,236.00263157894736,28477.013826694456,225.0,10314.536908546137,0.10416666666666666,7.947916666666666,1.0,231.96875,0.0,0.0,1.0,234.77083333333334,0.0,0.0,1.0,241.5681818181818,0.0,0.0,1.0,231.89285714285714,0.0,0.0,1.0,233.91666666666666,0.34722222222222215,28.56944444444444,1.0,231.83333333333334,0.0,0.0,1.0,234.30555555555554,0.0,0.0,1.0,245.375,0.0,0.0,1.0,234.625,0.0,0.0,1.0,233.29166666666666,0.0,0.0,1.0,242.7,0.0,0.0,1.0,235.28125,0.0,0.0,1.0,234.0,0.03070175438596491,2.473684210526315,0.04419191919191919,3.5606060606060597,0.0,0.0,0.0,0.0,0.0,0.0,7.32671813084529,1.9549842332340392,6.886589527130127,4.604648590087891,19.324207305908203,nan,nan,nan,nan,nan,0.061751306,1.1032046,-0.009567738,-9.240931,26.780851,0.3430186,2.01675,-0.31080046,-0.36032712,31.127205,2.2295089584130507,0.0413017401915671,2.2241653203964233,2.168055295944214,2.320591926574707,1.7752643925066178,1.5453026187402288,1.3037428259849548,0.218810573220253,13.371683120727539,4.974339327995594,0.4980363173637098,4.91670036315918,3.7698237895965576,6.82118034362793,0.5770909920463768,0.3668561717926232,0.49728813767433167,0.029688982293009758,3.3741538524627686,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.00031592215406346343,0.0009483358866931926,9.99999993922529e-09,9.99999993922529e-09,0.004983755759894848,2.3694161381936567e-06,7.112519059809974e-06,7.499999926663392e-11,7.499999232774002e-11,3.737816587090492e-05,2.104248109964224,0.07309389377548257,2.100093722343445,1.993007779121399,2.2377634048461914,-0.0005057001147976665,0.0002694050263036548,-0.00044644399895332754,-0.0025470147375017405,-6.610994751099497e-05,0.004195829055478008,0.003041819319195452,0.0034528549294918776,0.0005327699473127723,0.02066987007856369,0.0005157001103697649,0.00026940502034709484,0.00045644397323485464,7.610995089635253e-05,0.002557015046477318,0.033631503265351054,0.0102066858522161,0.03190765716135502,0.0006397385150194168,0.07769371569156647,0.7720599808142735,0.018345821306466992,0.7710420191287994,0.7217575311660767,0.8506680130958557
89650,380,940.578040599823,98,2066,42210.51644253731,40196096,9500,3.9941751612232164,3.872216844143272,954.4179657389586,974.3408819824041,0.23267288404417352,0.058595816452046874,235.92105263157896,31273.388896004533,225.0,11180.929966743995,0.10416666666666666,6.354166666666663,1.0,232.0625,0.0,0.0,1.0,234.89583333333334,0.0,0.0,1.0,241.4318181818182,0.0,0.0,1.0,231.92857142857142,0.0,0.0,1.0,233.5,0.40277777777777773,30.638888888888875,1.0,231.70833333333334,0.0,0.0,1.0,233.91666666666666,0.0,0.0,1.0,244.5,0.0,0.0,1.0,233.625,0.0,0.0,1.0,232.875,0.0,0.0,1.0,243.15,0.0,0.0,1.0,235.625,0.0,0.0,1.0,234.0,0.034210526315789476,2.47017543859649,0.04924242424242424,3.555555555555554,0.0,0.0,0.0,0.0,0.0,0.0,9.392974553108216,2.05932310966802,9.27174425125122,5.303361415863037,18.835285186767578,nan,nan,nan,nan,nan,0.07185445,1.6590586,-0.007322103,-14.683561,25.943836,0.5942653,2.4745479,-0.32221738,-0.38621458,29.800789,2.448787896633148,0.06959050114764173,2.4523481130599976,2.3208038806915283,2.561746597290039,3.532756868277987,1.7004486620269632,3.4427993297576904,0.37574487924575806,11.229000091552734,4.4667222086588545,0.3176684326676708,4.420381307601929,3.699009656906128,6.329153060913086,1.3934573389838139,0.5652232908367065,1.3212557435035706,0.2815217971801758,4.080105304718018,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.001960953888073511,0.004066851455859082,9.99999993922529e-09,9.99999993922529e-09,0.014067805372178555,1.4707153908486906e-05,3.0501385477182223e-05,7.500000620552782e-11,7.499999232774002e-11,0.00010550853767199442,2.3451187886794407,0.05455642700159965,2.34613037109375,2.2380034923553467,2.4466357231140137,-0.0005094157937613394,0.00037868532540022583,-0.0004151853790972382,-0.005643803160637617,-0.00013466298696585,0.004786203153489623,0.002377506485157832,0.004210999934002757,0.0012030542129650712,0.01747453585267067,0.0005194157919565138,0.00037868530726135256,0.0004251853679306805,0.00014466297579929233,0.005653802305459976,0.0383511388724825,0.010969975125463785,0.038370370864868164,0.004258120432496071,0.08476089686155319,0.7762706271807353,0.02063091632326221,0.7749838531017303,0.7205819487571716,0.8654443621635437
89646,380,1045.3376009464264,110,2318,47323.81654691696,45099008,10700,4.010025062656641,3.8871985831706097,958.8547317613038,978.9103146706296,0.23468209874327026,0.058093618271391555,235.91052631578947,45685.82520587695,225.0,16263.12182726588,0.07291666666666667,5.5625,1.0,232.09375,0.0,0.0,1.0,234.97916666666666,0.0,0.0,1.0,241.5681818181818,0.0,0.0,1.0,232.10714285714286,0.0,0.0,1.0,234.22222222222223,0.8888888888888888,68.63888888888886,1.0,228.58333333333334,0.0,0.0,1.0,234.27777777777777,0.0,0.0,1.0,243.9375,0.0,0.0,1.0,233.625,0.0,0.0,1.0,233.29166666666666,0.0,0.0,1.0,243.45,0.0,0.0,1.0,235.71875,0.0,0.0,1.0,234.0,0.06228070175438596,4.803508771929822,0.08964646464646464,6.914141414141411,0.0,0.0,0.0,0.0,0.0,0.0,8.379566218852997,1.4459685671696296,8.216652393341064,5.298093795776367,16.182321548461914,nan,nan,nan,nan,nan,0.0846034,1.7113082,-0.0050517917,-15.402342,21.928844,0.7413533,2.8030512,-0.337513,-0.38550016,26.990604,2.643970248301824,0.04159052077176181,2.6484795808792114,2.561901807785034,2.7063562870025635,2.5359746711949507,1.139573394428122,2.362750291824341,0.4250469207763672,7.861091136932373,4.41142584323883,0.2182277796216814,4.392447233200073,3.7109715938568115,5.39595890045166,1.432140453333656,0.4871038097887191,1.3823778629302979,0.3244318962097168,4.208137512207031,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,5.601086445835198e-08,9.324527977428929e-07,9.99999993922529e-09,9.99999993922529e-09,2.2811202143202536e-05,4.200814816025337e-10,6.993395902438402e-09,7.499999926663392e-11,7.499999232774002e-11,1.7108401095811132e-07,2.5250378092130026,0.04252338989544767,2.528683066368103,2.4468178749084473,2.5952181816101074,-0.00035204746846526785,0.0001937910201558937,-0.0003022098680958152,-0.002212151186540723,-8.824475662549958e-05,0.002964890399889555,0.0014403177578964734,0.002606365131214261,0.0011824441608041525,0.013471046462655067,0.0003620474688856727,0.00019379101951677783,0.00031220987148117274,9.82447454589419e-05,0.002222151029855013,0.04391271177136029,0.010361847619576443,0.043643467128276825,0.009146624244749546,0.0879940614104271,0.7734150212506453,0.019638107623211956,0.7719729244709015,0.7180287837982178,0.8460894227027893
